Record,Date,LOC Time,Pieza,Programa,Articulo,Configurada,Eje,Engranaje,Polishing,Parada de emergencia,Pase libre,Bandeja principal,Bandeja a Polishing,Status
       825,2024-08-16,00:44:42,   186,    30,    2028644,1,0,1,0,0,0,1,0,1
       826,2024-08-16,00:44:48,   187,    30,    2028644,1,0,1,0,0,0,1,0,1
       827,2024-08-16,00:46:06,   188,    30,    2028644,1,0,1,0,0,0,1,0,1
       828,2024-08-16,00:47:11,   189,    30,    2028644,1,0,1,0,0,0,1,0,1
       829,2024-08-16,00:47:51,   190,    30,    2028644,1,0,1,0,0,0,1,0,1
       830,2024-08-16,00:48:29,   191,    30,    2028644,1,0,1,0,0,0,1,0,1
       831,2024-08-16,00:48:58,   192,    30,    2028644,1,0,1,0,0,0,1,0,1
       832,2024-08-16,00:49:34,   193,    30,    2028644,1,0,1,0,0,0,1,0,1
       833,2024-08-16,00:50:07,   194,    30,    2028644,1,0,1,0,0,0,1,0,1
       834,2024-08-16,00:50:41,   195,    30,    2028644,1,0,1,0,0,0,1,0,1
       835,2024-08-16,00:51:36,   196,    30,    2028644,1,0,1,0,0,0,1,0,1
       836,2024-08-16,00:51:49,   197,    30,    2028644,1,0,1,0,0,0,1,0,1
       837,2024-08-16,00:52:24,   198,    30,    2028644,1,0,1,0,0,0,1,0,1
       838,2024-08-16,00:52:56,   199,    30,    2028644,1,0,1,0,0,0,1,0,1
       839,2024-08-16,00:53:30,   200,    30,    2028644,1,0,1,0,0,0,1,0,1
       840,2024-08-16,00:54:06,   201,    30,    2028644,1,0,1,0,0,0,1,0,1
       841,2024-08-16,00:54:43,   202,    30,    2028644,1,0,1,0,0,0,1,0,1
       842,2024-08-16,00:55:18,   203,    30,    2028644,1,0,1,0,0,0,1,0,1
       843,2024-08-16,00:55:51,   204,    30,    2028644,1,0,1,0,0,0,1,0,1
       844,2024-08-16,00:56:25,   205,    30,    2028644,1,0,1,0,0,0,1,0,1
       845,2024-08-16,00:56:58,   206,    30,    2028644,1,0,1,0,0,0,1,0,1
       846,2024-08-16,00:57:18,   207,    30,    2028644,1,0,1,0,0,0,1,0,1
       847,2024-08-16,00:57:51,   208,    30,    2028644,1,0,1,0,0,0,1,0,1
       848,2024-08-16,00:58:09,   209,    30,    2028644,1,0,1,0,0,0,1,0,1
       849,2024-08-16,00:58:47,   210,    30,    2028644,1,0,1,0,0,0,1,0,1
       850,2024-08-16,00:59:06,   211,    30,    2028644,1,0,1,0,0,0,1,0,1
       851,2024-08-16,00:59:25,   212,    30,    2028644,1,0,1,0,0,0,1,0,1
       852,2024-08-16,00:59:57,   213,    30,    2028644,1,0,1,0,0,0,1,0,1
       853,2024-08-16,01:00:17,   214,    30,    2028644,1,0,1,0,0,0,1,0,1
       854,2024-08-16,01:00:49,   215,    30,    2028644,1,0,1,0,0,0,1,0,1
       855,2024-08-16,01:01:08,   216,    30,    2028644,1,0,1,0,0,0,1,0,1
       856,2024-08-16,01:01:41,   217,    30,    2028644,1,0,1,0,0,0,1,0,1
       857,2024-08-16,01:02:01,   218,    30,    2028644,1,0,1,0,0,0,1,0,1
       858,2024-08-16,01:02:18,   219,    30,    2028644,1,0,1,0,0,0,1,0,1
       859,2024-08-16,01:02:51,   220,    30,    2028644,1,0,1,0,0,0,1,0,1
       860,2024-08-16,01:03:45,   221,    30,    2028644,1,0,1,0,0,0,1,0,1
       861,2024-08-16,01:04:42,   222,    30,    2028644,1,0,1,0,0,0,1,0,1
       862,2024-08-16,01:05:47,   223,    30,    2028644,1,0,1,0,0,0,1,0,1
       863,2024-08-16,01:06:34,   224,    30,    2028644,1,0,1,0,0,0,1,0,1
       864,2024-08-16,01:07:17,   225,    30,    2028644,1,0,1,0,0,0,1,0,1
       865,2024-08-16,01:08:22,   226,    30,    2028644,1,0,1,0,0,0,1,0,1
       866,2024-08-16,01:09:06,   227,    30,    2028644,1,0,1,0,0,0,1,0,1
       867,2024-08-16,01:09:23,   228,    30,    2028644,1,0,1,0,0,0,1,0,1
       868,2024-08-16,01:12:11,   229,    30,    2028644,1,0,1,0,0,0,1,0,1
       869,2024-08-16,01:36:27,   229,     4,    2971766,1,0,1,1,0,0,1,0,1
       870,2024-08-16,01:36:45,     1,     4,    2971766,1,0,1,1,0,0,0,1,1
       871,2024-08-16,01:37:31,     2,     4,    2971766,1,0,1,1,0,0,0,1,1
       872,2024-08-16,01:38:08,     3,     4,    2971766,1,0,1,1,0,0,0,1,1
       873,2024-08-16,01:38:44,     4,     4,    2971766,1,0,1,1,0,0,0,1,1
       874,2024-08-16,01:39:20,     5,     4,    2971766,1,0,1,1,0,0,0,1,1
       875,2024-08-16,01:39:56,     6,     4,    2971766,1,0,1,1,0,0,0,1,1
       876,2024-08-16,01:40:32,     7,     4,    2971766,1,0,1,1,0,0,0,1,1
       877,2024-08-16,01:41:08,     8,     4,    2971766,1,0,1,1,0,0,0,1,1
       878,2024-08-16,01:41:44,     9,     4,    2971766,1,0,1,1,0,0,0,1,1
       879,2024-08-16,01:42:20,    10,     4,    2971766,1,0,1,1,0,0,0,1,1
       880,2024-08-16,01:42:55,    11,     4,    2971766,1,0,1,1,0,0,0,1,1
       881,2024-08-16,01:43:31,    12,     4,    2971766,1,0,1,1,0,0,0,1,1
       882,2024-08-16,01:44:08,    13,     4,    2971766,1,0,1,1,0,0,0,1,1
       883,2024-08-16,01:44:44,    14,     4,    2971766,1,0,1,1,0,0,0,1,1
       884,2024-08-16,01:45:20,    15,     4,    2971766,1,0,1,1,0,0,0,1,1
       885,2024-08-16,01:47:34,    16,     4,    2971766,1,0,1,1,0,0,0,1,1
       886,2024-08-16,01:48:08,    17,     4,    2971766,1,0,1,1,0,0,0,1,1
       887,2024-08-16,01:48:43,    18,     4,    2971766,1,0,1,1,0,0,0,1,1
       888,2024-08-16,01:48:58,     1,     4,    2971766,1,0,1,1,0,0,1,0,1
       889,2024-08-16,01:49:18,    19,     4,    2971766,1,0,1,1,0,0,0,1,1
       890,2024-08-16,01:49:48,     2,     4,    2971766,1,0,1,1,0,0,1,0,1
       891,2024-08-16,01:49:55,    20,     4,    2971766,1,0,1,1,0,0,0,1,1
       892,2024-08-16,01:50:26,     3,     4,    2971766,1,0,1,1,0,0,1,0,1
       893,2024-08-16,01:50:31,    21,     4,    2971766,1,0,1,1,0,0,0,1,1
       894,2024-08-16,01:51:01,     4,     4,    2971766,1,0,1,1,0,0,1,0,1
       895,2024-08-16,01:51:07,    22,     4,    2971766,1,0,1,1,0,0,0,1,1
       896,2024-08-16,01:51:35,     5,     4,    2971766,1,0,1,1,0,0,1,0,1
       897,2024-08-16,01:51:43,    23,     4,    2971766,1,0,1,1,0,0,0,1,1
       898,2024-08-16,01:52:12,     6,     4,    2971766,1,0,1,1,0,0,1,0,1
       899,2024-08-16,01:52:21,    24,     4,    2971766,1,0,1,1,0,0,0,1,1
       900,2024-08-16,01:52:47,     7,     4,    2971766,1,0,1,1,0,0,1,0,1
       901,2024-08-16,01:52:56,    25,     4,    2971766,1,0,1,1,0,0,0,1,1
       902,2024-08-16,01:53:24,     8,     4,    2971766,1,0,1,1,0,0,1,0,1
       903,2024-08-16,01:53:30,    26,     4,    2971766,1,0,1,1,0,0,0,1,1
       904,2024-08-16,01:54:01,     9,     4,    2971766,1,0,1,1,0,0,1,0,1
       905,2024-08-16,01:54:06,    27,     4,    2971766,1,0,1,1,0,0,0,1,1
       906,2024-08-16,01:54:40,    28,     4,    2971766,1,0,1,1,0,0,0,1,1
       907,2024-08-16,01:55:13,    10,     4,    2971766,1,0,1,1,0,0,1,0,1
       908,2024-08-16,01:55:16,    29,     4,    2971766,1,0,1,1,0,0,0,1,1
       909,2024-08-16,01:55:19,    11,     4,    2971766,1,0,1,1,0,0,1,0,1
       910,2024-08-16,01:55:46,    12,     4,    2971766,1,0,1,1,0,0,1,0,1
       911,2024-08-16,01:55:52,    30,     4,    2971766,1,0,1,1,0,0,0,1,1
       912,2024-08-16,01:56:23,    13,     4,    2971766,1,0,1,1,0,0,1,0,1
       913,2024-08-16,01:56:28,    31,     4,    2971766,1,0,1,1,0,0,0,1,1
       914,2024-08-16,01:56:57,    14,     4,    2971766,1,0,1,1,0,0,1,0,1
       915,2024-08-16,01:57:04,    32,     4,    2971766,1,0,1,1,0,0,0,1,1
       916,2024-08-16,01:57:34,    15,     4,    2971766,1,0,1,1,0,0,1,0,1
       917,2024-08-16,01:57:39,    33,     4,    2971766,1,0,1,1,0,0,0,1,1
       918,2024-08-16,01:58:07,    16,     4,    2971766,1,0,1,1,0,0,1,0,1
       919,2024-08-16,01:58:14,    34,     4,    2971766,1,0,1,1,0,0,0,1,1
       920,2024-08-16,01:58:45,    17,     4,    2971766,1,0,1,1,0,0,1,0,1
       921,2024-08-16,01:58:50,    35,     4,    2971766,1,0,1,1,0,0,0,1,1
       922,2024-08-16,01:59:21,    18,     4,    2971766,1,0,1,1,0,0,1,0,1
       923,2024-08-16,01:59:26,    36,     4,    2971766,1,0,1,1,0,0,0,1,1
       924,2024-08-16,01:59:56,    19,     4,    2971766,1,0,1,1,0,0,1,0,1
       925,2024-08-16,02:00:02,    37,     4,    2971766,1,0,1,1,0,0,0,1,1
       926,2024-08-16,02:00:33,    20,     4,    2971766,1,0,1,1,0,0,1,0,1
       927,2024-08-16,02:00:38,    38,     4,    2971766,1,0,1,1,0,0,0,1,1
       928,2024-08-16,02:01:08,    21,     4,    2971766,1,0,1,1,0,0,1,0,1
       929,2024-08-16,02:01:14,    39,     4,    2971766,1,0,1,1,0,0,0,1,1
       930,2024-08-16,02:01:44,    22,     4,    2971766,1,0,1,1,0,0,1,0,1
       931,2024-08-16,02:01:50,    40,     4,    2971766,1,0,1,1,0,0,0,1,1
       932,2024-08-16,02:02:19,    23,     4,    2971766,1,0,1,1,0,0,1,0,1
       933,2024-08-16,02:02:26,    41,     4,    2971766,1,0,1,1,0,0,0,1,1
       934,2024-08-16,02:02:56,    24,     4,    2971766,1,0,1,1,0,0,1,0,1
       935,2024-08-16,02:03:02,    42,     4,    2971766,1,0,1,1,0,0,0,1,1
       936,2024-08-16,02:03:33,    25,     4,    2971766,1,0,1,1,0,0,1,0,1
       937,2024-08-16,02:03:38,    43,     4,    2971766,1,0,1,1,0,0,0,1,1
       938,2024-08-16,02:04:09,    26,     4,    2971766,1,0,1,1,0,0,1,0,1
       939,2024-08-16,02:04:14,    44,     4,    2971766,1,0,1,1,0,0,0,1,1
       940,2024-08-16,02:04:44,    27,     4,    2971766,1,0,1,1,0,0,1,0,1
       941,2024-08-16,02:04:50,    45,     4,    2971766,1,0,1,1,0,0,0,1,1
       942,2024-08-16,02:05:20,    28,     4,    2971766,1,0,1,1,0,0,1,0,1
       943,2024-08-16,02:05:26,    46,     4,    2971766,1,0,1,1,0,0,0,1,1
       944,2024-08-16,02:06:00,    47,     4,    2971766,1,0,1,1,0,0,0,1,1
       945,2024-08-16,02:06:36,    48,     4,    2971766,1,0,1,1,0,0,0,1,1
       946,2024-08-16,02:07:02,    29,     4,    2971766,1,0,1,1,0,0,1,0,1
       947,2024-08-16,02:07:10,    49,     4,    2971766,1,0,1,1,0,0,0,1,1
       948,2024-08-16,02:07:12,    30,     4,    2971766,1,0,1,1,0,0,1,0,1
       949,2024-08-16,02:07:19,    31,     4,    2971766,1,0,1,1,0,0,1,0,1
       950,2024-08-16,02:07:40,    32,     4,    2971766,1,0,1,1,0,0,1,0,1
       951,2024-08-16,02:07:46,    50,     4,    2971766,1,0,1,1,0,0,0,1,1
       952,2024-08-16,02:07:58,    33,     4,    2971766,1,0,1,1,0,0,1,0,1
       953,2024-08-16,02:08:38,    34,     4,    2971766,1,0,1,1,0,0,1,0,1
       954,2024-08-16,02:08:44,    35,     4,    2971766,1,0,1,1,0,0,1,0,1
       955,2024-08-16,02:08:54,    36,     4,    2971766,1,0,1,1,0,0,1,0,1
       956,2024-08-16,02:09:14,    37,     4,    2971766,1,0,1,1,0,0,1,0,1
       957,2024-08-16,02:09:46,    38,     4,    2971766,1,0,1,1,0,0,1,0,1
       958,2024-08-16,02:09:49,    51,     4,    2971766,1,0,1,1,0,0,0,1,1
       959,2024-08-16,02:10:20,    39,     4,    2971766,1,0,1,1,0,0,1,0,1
       960,2024-08-16,02:10:24,    52,     4,    2971766,1,0,1,1,0,0,0,1,1
       961,2024-08-16,02:10:58,    53,     4,    2971766,1,0,1,1,0,0,0,1,1
       962,2024-08-16,02:11:34,    54,     4,    2971766,1,0,1,1,0,0,0,1,1
       963,2024-08-16,02:11:45,    40,     4,    2971766,1,0,1,1,0,0,1,0,1
       964,2024-08-16,02:11:53,    41,     4,    2971766,1,0,1,1,0,0,1,0,1
       965,2024-08-16,02:12:06,    42,     4,    2971766,1,0,1,1,0,0,1,0,1
       966,2024-08-16,02:12:10,    55,     4,    2971766,1,0,1,1,0,0,0,1,1
       967,2024-08-16,02:12:41,    43,     4,    2971766,1,0,1,1,0,0,1,0,1
       968,2024-08-16,02:12:46,    56,     4,    2971766,1,0,1,1,0,0,0,1,1
       969,2024-08-16,02:13:15,    44,     4,    2971766,1,0,1,1,0,0,1,0,1
       970,2024-08-16,02:13:22,    57,     4,    2971766,1,0,1,1,0,0,0,1,1
       971,2024-08-16,02:13:52,    45,     4,    2971766,1,0,1,1,0,0,1,0,1
       972,2024-08-16,02:13:58,    58,     4,    2971766,1,0,1,1,0,0,0,1,1
       973,2024-08-16,02:14:28,    46,     4,    2971766,1,0,1,1,0,0,1,0,1
       974,2024-08-16,02:14:34,    59,     4,    2971766,1,0,1,1,0,0,0,1,1
       975,2024-08-16,02:15:10,    60,     4,    2971766,1,0,1,1,0,0,0,1,1
       976,2024-08-16,02:15:34,    47,     4,    2971766,1,0,1,1,0,0,1,0,1
       977,2024-08-16,02:15:46,    61,     4,    2971766,1,0,1,1,0,0,0,1,1
       978,2024-08-16,02:16:22,    62,     4,    2971766,1,0,1,1,0,0,0,1,1
       979,2024-08-16,02:16:39,    48,     4,    2971766,1,0,1,1,0,0,1,0,1
       980,2024-08-16,02:16:58,    63,     4,    2971766,1,0,1,1,0,0,0,1,1
       981,2024-08-16,02:17:34,    64,     4,    2971766,1,0,1,1,0,0,0,1,1
       982,2024-08-16,02:17:49,    49,     4,    2971766,1,0,1,1,0,0,1,0,1
       983,2024-08-16,02:18:10,    65,     4,    2971766,1,0,1,1,0,0,0,1,1
       984,2024-08-16,02:18:46,    66,     4,    2971766,1,0,1,1,0,0,0,1,1
       985,2024-08-16,02:19:50,    67,     4,    2971766,1,0,1,1,0,0,0,1,1
       986,2024-08-16,02:19:57,    50,     4,    2971766,1,0,1,1,0,0,1,0,1
       987,2024-08-16,02:20:09,    51,     4,    2971766,1,0,1,1,0,0,1,0,1
       988,2024-08-16,02:20:26,    52,     4,    2971766,1,0,1,1,0,0,1,0,1
       989,2024-08-16,02:20:28,    68,     4,    2971766,1,0,1,1,0,0,0,1,1
       990,2024-08-16,02:21:00,    53,     4,    2971766,1,0,1,1,0,0,1,0,1
       991,2024-08-16,02:21:03,    69,     4,    2971766,1,0,1,1,0,0,0,1,1
       992,2024-08-16,02:21:34,    54,     4,    2971766,1,0,1,1,0,0,1,0,1
       993,2024-08-16,02:21:40,    70,     4,    2971766,1,0,1,1,0,0,0,1,1
       994,2024-08-16,02:22:06,    55,     4,    2971766,1,0,1,1,0,0,1,0,1
       995,2024-08-16,02:22:12,    71,     4,    2971766,1,0,1,1,0,0,0,1,1
       996,2024-08-16,02:22:43,    56,     4,    2971766,1,0,1,1,0,0,1,0,1
       997,2024-08-16,02:22:49,    72,     4,    2971766,1,0,1,1,0,0,0,1,1
       998,2024-08-16,02:23:17,    57,     4,    2971766,1,0,1,1,0,0,1,0,1
       999,2024-08-16,02:23:24,    73,     4,    2971766,1,0,1,1,0,0,0,1,1
      1000,2024-08-16,02:23:55,    58,     4,    2971766,1,0,1,1,0,0,1,0,1
      1001,2024-08-16,02:24:00,    74,     4,    2971766,1,0,1,1,0,0,0,1,1
      1002,2024-08-16,02:24:30,    59,     4,    2971766,1,0,1,1,0,0,1,0,1
      1003,2024-08-16,02:24:36,    75,     4,    2971766,1,0,1,1,0,0,0,1,1
      1004,2024-08-16,02:25:12,    76,     4,    2971766,1,0,1,1,0,0,0,1,1
      1005,2024-08-16,02:25:32,    60,     4,    2971766,1,0,1,1,0,0,1,0,1
      1006,2024-08-16,02:25:43,    61,     4,    2971766,1,0,1,1,0,0,1,0,1
      1007,2024-08-16,02:25:48,    77,     4,    2971766,1,0,1,1,0,0,0,1,1
      1008,2024-08-16,02:26:16,    62,     4,    2971766,1,0,1,1,0,0,1,0,1
      1009,2024-08-16,02:26:23,    78,     4,    2971766,1,0,1,1,0,0,0,1,1
      1010,2024-08-16,02:26:51,    63,     4,    2971766,1,0,1,1,0,0,1,0,1
      1011,2024-08-16,02:26:58,    79,     4,    2971766,1,0,1,1,0,0,0,1,1
      1012,2024-08-16,02:27:34,    80,     4,    2971766,1,0,1,1,0,0,0,1,1
      1013,2024-08-16,02:27:56,    64,     4,    2971766,1,0,1,1,0,0,1,0,1
      1014,2024-08-16,02:28:10,    81,     4,    2971766,1,0,1,1,0,0,0,1,1
      1015,2024-08-16,02:28:46,    82,     4,    2971766,1,0,1,1,0,0,0,1,1
      1016,2024-08-16,02:29:01,    65,     4,    2971766,1,0,1,1,0,0,1,0,1
      1017,2024-08-16,02:29:20,    83,     4,    2971766,1,0,1,1,0,0,0,1,1
      1018,2024-08-16,02:29:50,    66,     4,    2971766,1,0,1,1,0,0,1,0,1
      1019,2024-08-16,02:29:56,    84,     4,    2971766,1,0,1,1,0,0,0,1,1
      1020,2024-08-16,02:30:26,    67,     4,    2971766,1,0,1,1,0,0,1,0,1
      1021,2024-08-16,02:30:32,    85,     4,    2971766,1,0,1,1,0,0,0,1,1
      1022,2024-08-16,02:31:03,    68,     4,    2971766,1,0,1,1,0,0,1,0,1
      1023,2024-08-16,02:31:08,    86,     4,    2971766,1,0,1,1,0,0,0,1,1
      1024,2024-08-16,02:31:36,    69,     4,    2971766,1,0,1,1,0,0,1,0,1
      1025,2024-08-16,02:31:42,    87,     4,    2971766,1,0,1,1,0,0,0,1,1
      1026,2024-08-16,02:32:12,    70,     4,    2971766,1,0,1,1,0,0,1,0,1
      1027,2024-08-16,02:32:18,    88,     4,    2971766,1,0,1,1,0,0,0,1,1
      1028,2024-08-16,02:32:48,    71,     4,    2971766,1,0,1,1,0,0,1,0,1
      1029,2024-08-16,02:32:54,    89,     4,    2971766,1,0,1,1,0,0,0,1,1
      1030,2024-08-16,02:33:30,    90,     4,    2971766,1,0,1,1,0,0,0,1,1
      1031,2024-08-16,02:34:02,    72,     4,    2971766,1,0,1,1,0,0,1,0,1
      1032,2024-08-16,02:34:06,    91,     4,    2971766,1,0,1,1,0,0,0,1,1
      1033,2024-08-16,02:34:09,    73,     4,    2971766,1,0,1,1,0,0,1,0,1
      1034,2024-08-16,02:34:37,    74,     4,    2971766,1,0,1,1,0,0,1,0,1
      1035,2024-08-16,02:34:42,    92,     4,    2971766,1,0,1,1,0,0,0,1,1
      1036,2024-08-16,02:35:12,    75,     4,    2971766,1,0,1,1,0,0,1,0,1
      1037,2024-08-16,02:35:18,    93,     4,    2971766,1,0,1,1,0,0,0,1,1
      1038,2024-08-16,02:35:48,    76,     4,    2971766,1,0,1,1,0,0,1,0,1
      1039,2024-08-16,02:35:54,    94,     4,    2971766,1,0,1,1,0,0,0,1,1
      1040,2024-08-16,02:36:24,    77,     4,    2971766,1,0,1,1,0,0,1,0,1
      1041,2024-08-16,02:36:30,    95,     4,    2971766,1,0,1,1,0,0,0,1,1
      1042,2024-08-16,02:36:59,    78,     4,    2971766,1,0,1,1,0,0,1,0,1
      1043,2024-08-16,02:37:06,    96,     4,    2971766,1,0,1,1,0,0,0,1,1
      1044,2024-08-16,02:37:36,    79,     4,    2971766,1,0,1,1,0,0,1,0,1
      1045,2024-08-16,02:37:42,    97,     4,    2971766,1,0,1,1,0,0,0,1,1
      1046,2024-08-16,02:37:51,    80,     4,    2971766,1,0,1,1,0,0,1,0,1
      1047,2024-08-16,02:38:18,    98,     4,    2971766,1,0,1,1,0,0,0,1,1
      1048,2024-08-16,02:38:47,    81,     4,    2971766,1,0,1,1,0,0,1,0,1
      1049,2024-08-16,02:38:54,    99,     4,    2971766,1,0,1,1,0,0,0,1,1
      1050,2024-08-16,02:39:25,    82,     4,    2971766,1,0,1,1,0,0,1,0,1
      1051,2024-08-16,02:39:30,   100,     4,    2971766,1,0,1,1,0,0,0,1,1
      1052,2024-08-16,02:39:59,    83,     4,    2971766,1,0,1,1,0,0,1,0,1
      1053,2024-08-16,02:40:06,   101,     4,    2971766,1,0,1,1,0,0,0,1,1
      1054,2024-08-16,02:40:35,    84,     4,    2971766,1,0,1,1,0,0,1,0,1
      1055,2024-08-16,02:40:42,   102,     4,    2971766,1,0,1,1,0,0,0,1,1
      1056,2024-08-16,02:41:18,   103,     4,    2971766,1,0,1,1,0,0,0,1,1
      1057,2024-08-16,02:41:41,    85,     4,    2971766,1,0,1,1,0,0,1,0,1
      1058,2024-08-16,02:41:48,    86,     4,    2971766,1,0,1,1,0,0,1,0,1
      1059,2024-08-16,02:41:54,   104,     4,    2971766,1,0,1,1,0,0,0,1,1
      1060,2024-08-16,02:42:23,    87,     4,    2971766,1,0,1,1,0,0,1,0,1
      1061,2024-08-16,02:42:30,   105,     4,    2971766,1,0,1,1,0,0,0,1,1
      1062,2024-08-16,02:43:00,    88,     4,    2971766,1,0,1,1,0,0,1,0,1
      1063,2024-08-16,02:43:06,   106,     4,    2971766,1,0,1,1,0,0,0,1,1
      1064,2024-08-16,02:43:36,    89,     4,    2971766,1,0,1,1,0,0,1,0,1
      1065,2024-08-16,02:43:42,   107,     4,    2971766,1,0,1,1,0,0,0,1,1
      1066,2024-08-16,02:44:11,    90,     4,    2971766,1,0,1,1,0,0,1,0,1
      1067,2024-08-16,02:44:18,   108,     4,    2971766,1,0,1,1,0,0,0,1,1
      1068,2024-08-16,02:44:48,    91,     4,    2971766,1,0,1,1,0,0,1,0,1
      1069,2024-08-16,02:44:54,   109,     4,    2971766,1,0,1,1,0,0,0,1,1
      1070,2024-08-16,02:45:23,    92,     4,    2971766,1,0,1,1,0,0,1,0,1
      1071,2024-08-16,02:45:30,   110,     4,    2971766,1,0,1,1,0,0,0,1,1
      1072,2024-08-16,02:46:00,    93,     4,    2971766,1,0,1,1,0,0,1,0,1
      1073,2024-08-16,02:46:06,   111,     4,    2971766,1,0,1,1,0,0,0,1,1
      1074,2024-08-16,02:46:42,   112,     4,    2971766,1,0,1,1,0,0,0,1,1
      1075,2024-08-16,02:47:02,    94,     4,    2971766,1,0,1,1,0,0,1,0,1
      1076,2024-08-16,02:47:10,    95,     4,    2971766,1,0,1,1,0,0,1,0,1
      1077,2024-08-16,02:47:16,   113,     4,    2971766,1,0,1,1,0,0,0,1,1
      1078,2024-08-16,02:47:45,    96,     4,    2971766,1,0,1,1,0,0,1,0,1
      1079,2024-08-16,02:47:52,   114,     4,    2971766,1,0,1,1,0,0,0,1,1
      1080,2024-08-16,02:48:23,    97,     4,    2971766,1,0,1,1,0,0,1,0,1
      1081,2024-08-16,02:48:28,   115,     4,    2971766,1,0,1,1,0,0,0,1,1
      1082,2024-08-16,02:48:57,    98,     4,    2971766,1,0,1,1,0,0,1,0,1
      1083,2024-08-16,02:49:04,   116,     4,    2971766,1,0,1,1,0,0,0,1,1
      1084,2024-08-16,02:49:33,    99,     4,    2971766,1,0,1,1,0,0,1,0,1
      1085,2024-08-16,02:49:40,   117,     4,    2971766,1,0,1,1,0,0,0,1,1
      1086,2024-08-16,02:50:00,   100,     4,    2971766,1,0,1,1,0,0,1,0,1
      1087,2024-08-16,02:50:04,   101,     4,    2971766,1,0,1,1,0,0,1,0,1
      1088,2024-08-16,02:50:08,   102,     4,    2971766,1,0,1,1,0,0,1,0,1
      1089,2024-08-16,02:50:16,   118,     4,    2971766,1,0,1,1,0,0,0,1,1
      1090,2024-08-16,02:50:52,   119,     4,    2971766,1,0,1,1,0,0,0,1,1
      1091,2024-08-16,02:51:15,   103,     4,    2971766,1,0,1,1,0,0,1,0,1
      1092,2024-08-16,02:51:28,   120,     4,    2971766,1,0,1,1,0,0,0,1,1
      1093,2024-08-16,02:52:04,   121,     4,    2971766,1,0,1,1,0,0,0,1,1
      1094,2024-08-16,02:52:20,   104,     4,    2971766,1,0,1,1,0,0,1,0,1
      1095,2024-08-16,02:52:40,   122,     4,    2971766,1,0,1,1,0,0,0,1,1
      1096,2024-08-16,02:53:11,   105,     4,    2971766,1,0,1,1,0,0,1,0,1
      1097,2024-08-16,02:53:16,   123,     4,    2971766,1,0,1,1,0,0,0,1,1
      1098,2024-08-16,02:53:48,   106,     4,    2971766,1,0,1,1,0,0,1,0,1
      1099,2024-08-16,02:53:52,   124,     4,    2971766,1,0,1,1,0,0,0,1,1
      1100,2024-08-16,02:54:22,   107,     4,    2971766,1,0,1,1,0,0,1,0,1
      1101,2024-08-16,02:54:28,   125,     4,    2971766,1,0,1,1,0,0,0,1,1
      1102,2024-08-16,02:55:04,   126,     4,    2971766,1,0,1,1,0,0,0,1,1
      1103,2024-08-16,02:55:23,   108,     4,    2971766,1,0,1,1,0,0,1,0,1
      1104,2024-08-16,02:55:34,   109,     4,    2971766,1,0,1,1,0,0,1,0,1
      1105,2024-08-16,02:55:40,   127,     4,    2971766,1,0,1,1,0,0,0,1,1
      1106,2024-08-16,02:56:09,   110,     4,    2971766,1,0,1,1,0,0,1,0,1
      1107,2024-08-16,02:56:16,   128,     4,    2971766,1,0,1,1,0,0,0,1,1
      1108,2024-08-16,02:56:46,   111,     4,    2971766,1,0,1,1,0,0,1,0,1
      1109,2024-08-16,02:56:52,   129,     4,    2971766,1,0,1,1,0,0,0,1,1
      1110,2024-08-16,02:57:03,   112,     4,    2971766,1,0,1,1,0,0,1,0,1
      1111,2024-08-16,02:57:07,   113,     4,    2971766,1,0,1,1,0,0,1,0,1
      1112,2024-08-16,02:57:12,   114,     4,    2971766,1,0,1,1,0,0,1,0,1
      1113,2024-08-16,02:57:28,   130,     4,    2971766,1,0,1,1,0,0,0,1,1
      1114,2024-08-16,02:58:04,   131,     4,    2971766,1,0,1,1,0,0,0,1,1
      1115,2024-08-16,02:58:30,   115,     4,    2971766,1,0,1,1,0,0,1,0,1
      1116,2024-08-16,02:58:40,   132,     4,    2971766,1,0,1,1,0,0,0,1,1
      1117,2024-08-16,02:59:16,   133,     4,    2971766,1,0,1,1,0,0,0,1,1
      1118,2024-08-16,02:59:36,   116,     4,    2971766,1,0,1,1,0,0,1,0,1
      1119,2024-08-16,02:59:52,   134,     4,    2971766,1,0,1,1,0,0,0,1,1
      1120,2024-08-16,03:00:21,   117,     4,    2971766,1,0,1,1,0,0,1,0,1
      1121,2024-08-16,03:00:40,   118,     4,    2971766,1,0,1,1,0,0,1,0,1
      1122,2024-08-16,03:01:00,   119,     4,    2971766,1,0,1,1,0,0,1,0,1
      1123,2024-08-16,03:02:55,   135,     4,    2971766,1,0,1,1,0,0,0,1,1
      1124,2024-08-16,05:02:39,   120,     4,    2971766,1,0,1,1,0,0,1,0,1
      1125,2024-08-16,05:02:43,   121,     4,    2971766,1,0,1,1,0,0,1,0,1
      1126,2024-08-16,05:02:49,   122,     4,    2971766,1,0,1,1,0,0,1,0,1
      1127,2024-08-16,05:03:24,   123,     4,    2971766,1,0,1,1,0,0,1,0,1
      1128,2024-08-16,05:03:35,   136,     4,    2971766,1,0,1,1,0,0,0,1,1
      1129,2024-08-16,05:03:42,   124,     4,    2971766,1,0,1,1,0,0,1,0,1
      1130,2024-08-16,05:04:01,   125,     4,    2971766,1,0,1,1,0,0,1,0,1
